"subject" "activity" "variable" "average"
"787" 10 "STANDING" "fBodyBodyAccJerkMagmean" -0.783269770302083
"788" 10 "STANDING" "fBodyBodyAccJerkMagstd" -0.770950588979167
"789" 10 "STANDING" "fBodyBodyGyroMagmean" -0.845024943541667
"790" 10 "STANDING" "fBodyBodyGyroMagstd" -0.856745923229167
"791" 10 "STANDING" "fBodyBodyGyroJerkMagmean" -0.8851999225
"792" 10 "STANDING" "fBodyBodyGyroJerkMagstd" -0.881496240729167
"793" 11 "WALKINGUPSTAIRS" "tBodyAccmeanX" 0.27658531139557
"794" 11 "WALKINGUPSTAIRS" "tBodyAccmeanY" -0.0191272531933228
"795" 11 "WALKINGUPSTAIRS" "tBodyAccmeanZ" -0.108941761642405
"796" 11 "WALKINGUPSTAIRS" "tBodyAccstdX" -0.58947649779557
"797" 11 "WALKINGUPSTAIRS" "tBodyAccstdY" -0.490379346996835
"798" 11 "WALKINGUPSTAIRS" "tBodyAccstdZ" -0.665324314227848
"799" 11 "WALKINGUPSTAIRS" "tGravityAccmeanX" 0.730526184936709
"800" 11 "WALKINGUPSTAIRS" "tGravityAccmeanY" 0.0527387028613924
"801" 11 "WALKINGUPSTAIRS" "tGravityAccmeanZ" 0.140209861246835
"802" 11 "WALKINGUPSTAIRS" "tGravityAccstdX" -0.975394457689873
"803" 11 "WALKINGUPSTAIRS" "tGravityAccstdY" -0.957138770727848
"804" 11 "WALKINGUPSTAIRS" "tGravityAccstdZ" -0.956812000411392
"805" 11 "WALKINGUPSTAIRS" "tBodyAccJerkmeanX" 0.0830134540658228
"806" 11 "WALKINGUPSTAIRS" "tBodyAccJerkmeanY" 0.0078044254343038
"807" 11 "WALKINGUPSTAIRS" "tBodyAccJerkmeanZ" -0.00657424975259494
"808" 11 "WALKINGUPSTAIRS" "tBodyAccJerkstdX" -0.659323083055063
"809" 11 "WALKINGUPSTAIRS" "tBodyAccJerkstdY" -0.608784226719937
"810" 11 "WALKINGUPSTAIRS" "tBodyAccJerkstdZ" -0.842511816044304
"811" 11 "WALKINGUPSTAIRS" "tBodyGyromeanX" -0.0547328440272468
"812" 11 "WALKINGUPSTAIRS" "tBodyGyromeanY" -0.0582275770813291
"813" 11 "WALKINGUPSTAIRS" "tBodyGyromeanZ" 0.087284109682356
"814" 11 "WALKINGUPSTAIRS" "tBodyGyrostdX" -0.739922126628797
"815" 11 "WALKINGUPSTAIRS" "tBodyGyrostdY" -0.703501766487342
"816" 11 "WALKINGUPSTAIRS" "tBodyGyrostdZ" -0.725016008797468
"817" 11 "WALKINGUPSTAIRS" "tBodyGyroJerkmeanX" -0.0805473309873418
"818" 11 "WALKINGUPSTAIRS" "tBodyGyroJerkmeanY" -0.0493914065474684
"819" 11 "WALKINGUPSTAIRS" "tBodyGyroJerkmeanZ" -0.0480140167267405
"820" 11 "WALKINGUPSTAIRS" "tBodyGyroJerkstdX" -0.781738140601266
"821" 11 "WALKINGUPSTAIRS" "tBodyGyroJerkstdY" -0.868377254082279
"822" 11 "WALKINGUPSTAIRS" "tBodyGyroJerkstdZ" -0.795490882468354
"823" 11 "WALKINGUPSTAIRS" "tBodyAccMagmean" -0.542825032813608
"824" 11 "WALKINGUPSTAIRS" "tBodyAccMagstd" -0.612882270912658
"825" 11 "WALKINGUPSTAIRS" "tGravityAccMagmean" -0.542825032813608
"826" 11 "WALKINGUPSTAIRS" "tGravityAccMagstd" -0.612882270912658
"827" 11 "WALKINGUPSTAIRS" "tBodyAccJerkMagmean" -0.679819504547468
"828" 11 "WALKINGUPSTAIRS" "tBodyAccJerkMagstd" -0.664241760370253
"829" 11 "WALKINGUPSTAIRS" "tBodyGyroMagmean" -0.628367851066456
"830" 11 "WALKINGUPSTAIRS" "tBodyGyroMagstd" -0.696771378957911
"831" 11 "WALKINGUPSTAIRS" "tBodyGyroJerkMagmean" -0.826829028481013
"832" 11 "WALKINGUPSTAIRS" "tBodyGyroJerkMagstd" -0.866905012626582
"833" 11 "WALKINGUPSTAIRS" "fBodyAccmeanX" -0.619524028324684
"834" 11 "WALKINGUPSTAIRS" "fBodyAccmeanY" -0.531455265662532
"835" 11 "WALKINGUPSTAIRS" "fBodyAccmeanZ" -0.750026145791139
"836" 11 "WALKINGUPSTAIRS" "fBodyAccstdX" -0.579491754749367
"837" 11 "WALKINGUPSTAIRS" "fBodyAccstdY" -0.502570240243354
"838" 11 "WALKINGUPSTAIRS" "fBodyAccstdZ" -0.652095671108544
"839" 11 "WALKINGUPSTAIRS" "fBodyAccJerkmeanX" -0.676672987166456
"840" 11 "WALKINGUPSTAIRS" "fBodyAccJerkmeanY" -0.632374688606013
"841" 11 "WALKINGUPSTAIRS" "fBodyAccJerkmeanZ" -0.825559590221519
"842" 11 "WALKINGUPSTAIRS" "fBodyAccJerkstdX" -0.672195644346519
"843" 11 "WALKINGUPSTAIRS" "fBodyAccJerkstdY" -0.609444998247785
"844" 11 "WALKINGUPSTAIRS" "fBodyAccJerkstdZ" -0.858259630601266
"845" 11 "WALKINGUPSTAIRS" "fBodyGyromeanX" -0.709949332117089
"846" 11 "WALKINGUPSTAIRS" "fBodyGyromeanY" -0.776852868955696
"847" 11 "WALKINGUPSTAIRS" "fBodyGyromeanZ" -0.708842979272152
"848" 11 "WALKINGUPSTAIRS" "fBodyGyrostdX" -0.751758277167721
"849" 11 "WALKINGUPSTAIRS" "fBodyGyrostdY" -0.670892713066772
"850" 11 "WALKINGUPSTAIRS" "fBodyGyrostdZ" -0.75596062835443
"851" 11 "WALKINGUPSTAIRS" "fBodyAccMagmean" -0.611528074359177
"852" 11 "WALKINGUPSTAIRS" "fBodyAccMagstd" -0.674470159009494
"853" 11 "WALKINGUPSTAIRS" "fBodyBodyAccJerkMagmean" -0.656133473274684
"854" 11 "WALKINGUPSTAIRS" "fBodyBodyAccJerkMagstd" -0.676925075857595
"855" 11 "WALKINGUPSTAIRS" "fBodyBodyGyroMagmean" -0.757585939588608
"856" 11 "WALKINGUPSTAIRS" "fBodyBodyGyroMagstd" -0.711267219682278
"857" 11 "WALKINGUPSTAIRS" "fBodyBodyGyroJerkMagmean" -0.864827011392405
"858" 11 "WALKINGUPSTAIRS" "fBodyBodyGyroJerkMagstd" -0.879254016740506
"859" 12 "LAYING" "tBodyAccmeanX" 0.27360872421875
"860" 12 "LAYING" "tBodyAccmeanY" -0.018337204411489
"861" 12 "LAYING" "tBodyAccmeanZ" -0.106649116775
"862" 12 "LAYING" "tBodyAccstdX" -0.583962207065
"863" 12 "LAYING" "tBodyAccstdY" -0.522040023435
"864" 12 "LAYING" "tBodyAccstdZ" -0.699293531365625
"865" 12 "LAYING" "tGravityAccmeanX" 0.69922245131875
"866" 12 "LAYING" "tGravityAccmeanY" 0.029976775735
"867" 12 "LAYING" "tGravityAccmeanZ" 0.0330295544910625
"868" 12 "LAYING" "tGravityAccstdX" -0.96738343446875
"869" 12 "LAYING" "tGravityAccstdY" -0.9605729084375
"870" 12 "LAYING" "tGravityAccstdZ" -0.9468085636875
"871" 12 "LAYING" "tBodyAccJerkmeanX" 0.070430311315625
"872" 12 "LAYING" "tBodyAccJerkmeanY" 0.0053115377979375
"873" 12 "LAYING" "tBodyAccJerkmeanZ" 0.0003081123684
"874" 12 "LAYING" "tBodyAccJerkstdX" -0.582418267596875
"875" 12 "LAYING" "tBodyAccJerkstdY" -0.571359817082031
"876" 12 "LAYING" "tBodyAccJerkstdZ" -0.79262193625
"877" 12 "LAYING" "tBodyGyromeanX" -0.0628663472537188
"878" 12 "LAYING" "tBodyGyromeanY" -0.0592027333975
"879" 12 "LAYING" "tBodyGyromeanZ" 0.0960742146838125
"880" 12 "LAYING" "tBodyGyrostdX" -0.727881704983125
"881" 12 "LAYING" "tBodyGyrostdY" -0.73506282621875
"882" 12 "LAYING" "tBodyGyrostdZ" -0.671057678528125
"883" 12 "LAYING" "tBodyGyroJerkmeanX" -0.0731134377315625
"884" 12 "LAYING" "tBodyGyroJerkmeanY" -0.043678823491875
"885" 12 "LAYING" "tBodyGyroJerkmeanZ" -0.0574585039485312
"886" 12 "LAYING" "tBodyGyroJerkstdX" -0.709726149496875
"887" 12 "LAYING" "tBodyGyroJerkstdY" -0.8112325993125
"888" 12 "LAYING" "tBodyGyroJerkstdZ" -0.749351860259375
"889" 12 "LAYING" "tBodyAccMagmean" -0.559586545675313
"890" 12 "LAYING" "tBodyAccMagstd" -0.5743864944925
"891" 12 "LAYING" "tGravityAccMagmean" -0.559586545675313
"892" 12 "LAYING" "tGravityAccMagstd" -0.5743864944925
"893" 12 "LAYING" "tBodyAccJerkMagmean" -0.6300504918575
"894" 12 "LAYING" "tBodyAccJerkMagstd" -0.566365683597188
"895" 12 "LAYING" "tBodyGyroMagmean" -0.63166805889875
"896" 12 "LAYING" "tBodyGyroMagstd" -0.68485805678325
"897" 12 "LAYING" "tBodyGyroJerkMagmean" -0.77729447821875
"898" 12 "LAYING" "tBodyGyroJerkMagstd" -0.7863865328125
"899" 12 "LAYING" "fBodyAccmeanX" -0.578920210879375
"900" 12 "LAYING" "fBodyAccmeanY" -0.523287078731563
"901" 12 "LAYING" "fBodyAccmeanZ" -0.7266403145
"902" 12 "LAYING" "fBodyAccstdX" -0.586922577889687
"903" 12 "LAYING" "fBodyAccstdY" -0.553076639139062
"904" 12 "LAYING" "fBodyAccstdZ" -0.709983235125
"905" 12 "LAYING" "fBodyAccJerkmeanX" -0.599109317756219
"906" 12 "LAYING" "fBodyAccJerkmeanY" -0.591296422972219
"907" 12 "LAYING" "fBodyAccJerkmeanZ" -0.7754265825625
"908" 12 "LAYING" "fBodyAccJerkstdX" -0.602960063359688
"909" 12 "LAYING" "fBodyAccJerkstdY" -0.579168053712969
"910" 12 "LAYING" "fBodyAccJerkstdZ" -0.80858300040625
"911" 12 "LAYING" "fBodyGyromeanX" -0.661246826087188
"912" 12 "LAYING" "fBodyGyromeanY" -0.74479814778125
"913" 12 "LAYING" "fBodyGyromeanZ" -0.657369914584375
"914" 12 "LAYING" "fBodyGyrostdX" -0.750393858303125
"915" 12 "LAYING" "fBodyGyrostdY" -0.7334567315
"916" 12 "LAYING" "fBodyGyrostdZ" -0.70823315425
"917" 12 "LAYING" "fBodyAccMagmean" -0.55928367746625
"918" 12 "LAYING" "fBodyAccMagstd" -0.65053328158
"919" 12 "LAYING" "fBodyBodyAccJerkMagmean" -0.564239194378438
"920" 12 "LAYING" "fBodyBodyAccJerkMagstd" -0.571614888155312
"921" 12 "LAYING" "fBodyBodyGyroMagmean" -0.717311676745625
"922" 12 "LAYING" "fBodyBodyGyroMagstd" -0.719438065809375
"923" 12 "LAYING" "fBodyBodyGyroJerkMagmean" -0.78990285099375
"924" 12 "LAYING" "fBodyBodyGyroJerkMagstd" -0.7973614576875
"925" 13 "LAYING" "tBodyAccmeanX" 0.275895876198777
"926" 13 "LAYING" "tBodyAccmeanY" -0.0176504796070948
"927" 13 "LAYING" "tBodyAccmeanZ" -0.109135285550765
"928" 13 "LAYING" "tBodyAccstdX" -0.624844460199083
"929" 13 "LAYING" "tBodyAccstdY" -0.448816097853364
"930" 13 "LAYING" "tBodyAccstdZ" -0.587230562129052
"931" 13 "LAYING" "tGravityAccmeanX" 0.709996516908257
"932" 13 "LAYING" "tGravityAccmeanY" -0.0420858101162079
"933" 13 "LAYING" "tGravityAccmeanZ" 0.0443010536786239
"934" 13 "LAYING" "tGravityAccstdX" -0.967268063455658
"935" 13 "LAYING" "tGravityAccstdY" -0.953540716850153
"936" 13 "LAYING" "tGravityAccstdZ" -0.938727880275229
"937" 13 "LAYING" "tBodyAccJerkmeanX" 0.0794393034550306
"938" 13 "LAYING" "tBodyAccJerkmeanY" 0.00387961953328135
"939" 13 "LAYING" "tBodyAccJerkmeanZ" -0.0123485923641621
"940" 13 "LAYING" "tBodyAccJerkstdX" -0.638889532599083
"941" 13 "LAYING" "tBodyAccJerkstdY" -0.569700547488012
"942" 13 "LAYING" "tBodyAccJerkstdZ" -0.728452966311927
"943" 13 "LAYING" "tBodyGyromeanX" -0.0562470618980061
"944" 13 "LAYING" "tBodyGyromeanY" -0.0616613787494801
"945" 13 "LAYING" "tBodyGyromeanZ" 0.098866059686422
"946" 13 "LAYING" "tBodyGyrostdX" -0.715109859672783
"947" 13 "LAYING" "tBodyGyrostdY" -0.645728612088685
"948" 13 "LAYING" "tBodyGyrostdZ" -0.643337285033639
"949" 13 "LAYING" "tBodyGyroJerkmeanX" -0.0881182379434251
"950" 13 "LAYING" "tBodyGyroJerkmeanY" -0.0440836605146789
"951" 13 "LAYING" "tBodyGyroJerkmeanZ" -0.0582718748712538
"952" 13 "LAYING" "tBodyGyroJerkstdX" -0.715772980189602
"953" 13 "LAYING" "tBodyGyroJerkstdY" -0.718988591831804
"954" 13 "LAYING" "tBodyGyroJerkstdZ" -0.712716428498471
"955" 13 "LAYING" "tBodyAccMagmean" -0.539871637249541
"956" 13 "LAYING" "tBodyAccMagstd" -0.597230982062691
"957" 13 "LAYING" "tGravityAccMagmean" -0.539871637249541
"958" 13 "LAYING" "tGravityAccMagstd" -0.597230982062691
"959" 13 "LAYING" "tBodyAccJerkMagmean" -0.625466938809174
"960" 13 "LAYING" "tBodyAccJerkMagstd" -0.610248540269939
"961" 13 "LAYING" "tBodyGyroMagmean" -0.581215403184709
"962" 13 "LAYING" "tBodyGyroMagstd" -0.636364939544342
"963" 13 "LAYING" "tBodyGyroJerkMagmean" -0.712745036012232
"964" 13 "LAYING" "tBodyGyroJerkMagstd" -0.712056186747706
"965" 13 "LAYING" "fBodyAccmeanX" -0.638817912651682
"966" 13 "LAYING" "fBodyAccmeanY" -0.493467193137125
"967" 13 "LAYING" "fBodyAccmeanZ" -0.629736258731804
"968" 13 "LAYING" "fBodyAccstdX" -0.620602036452599
"969" 13 "LAYING" "fBodyAccstdY" -0.462584458627829
"970" 13 "LAYING" "fBodyAccstdZ" -0.599036895271407
"971" 13 "LAYING" "fBodyAccJerkmeanX" -0.66008217407156
"972" 13 "LAYING" "fBodyAccJerkmeanY" -0.603340489937615
"973" 13 "LAYING" "fBodyAccJerkmeanZ" -0.710831730361468
"974" 13 "LAYING" "fBodyAccJerkstdX" -0.649606227431844
"975" 13 "LAYING" "fBodyAccJerkstdY" -0.562129866937645
"976" 13 "LAYING" "fBodyAccJerkstdZ" -0.744823539571865
"977" 13 "LAYING" "fBodyGyromeanX" -0.65864242140581
"978" 13 "LAYING" "fBodyGyromeanY" -0.647152817899388
"979" 13 "LAYING" "fBodyGyromeanZ" -0.620471226529052
"980" 13 "LAYING" "fBodyGyrostdX" -0.734657989051988
"981" 13 "LAYING" "fBodyGyrostdY" -0.650623558847401
"982" 13 "LAYING" "fBodyGyrostdZ" -0.685774481529052
"983" 13 "LAYING" "fBodyAccMagmean" -0.589928108599083
"984" 13 "LAYING" "fBodyAccMagstd" -0.665344858593272
"985" 13 "LAYING" "fBodyBodyAccJerkMagmean" -0.607295296423853
"986" 13 "LAYING" "fBodyBodyAccJerkMagstd" -0.617075473106453
"987" 13 "LAYING" "fBodyBodyGyroMagmean" -0.652225306544343
"988" 13 "LAYING" "fBodyBodyGyroMagstd" -0.691915161336391
"989" 13 "LAYING" "fBodyBodyGyroJerkMagmean" -0.712054366504281
"990" 13 "LAYING" "fBodyBodyGyroJerkMagstd" -0.733183567759939
"991" 14 "WALKINGUPSTAIRS" "tBodyAccmeanX" 0.270184596009288
"992" 14 "WALKINGUPSTAIRS" "tBodyAccmeanY" -0.0162548178510526
"993" 14 "WALKINGUPSTAIRS" "tBodyAccmeanZ" -0.100985935692074
"994" 14 "WALKINGUPSTAIRS" "tBodyAccstdX" -0.611671118216099
"995" 14 "WALKINGUPSTAIRS" "tBodyAccstdY" -0.374730765205077
"996" 14 "WALKINGUPSTAIRS" "tBodyAccstdZ" -0.29354271467452
"997" 14 "WALKINGUPSTAIRS" "tGravityAccmeanX" 0.672081224882353
"998" 14 "WALKINGUPSTAIRS" "tGravityAccmeanY" -0.111701388781115
"999" 14 "WALKINGUPSTAIRS" "tGravityAccmeanZ" -0.161179728291022
"1000" 14 "WALKINGUPSTAIRS" "tGravityAccstdX" -0.941245714736842
"1001" 14 "WALKINGUPSTAIRS" "tGravityAccstdY" -0.942377305312693
"1002" 14 "WALKINGUPSTAIRS" "tGravityAccstdZ" -0.915927846160991
"1003" 14 "WALKINGUPSTAIRS" "tBodyAccJerkmeanX" 0.0741757467665015
"1004" 14 "WALKINGUPSTAIRS" "tBodyAccJerkmeanY" 0.00443682723817957
"1005" 14 "WALKINGUPSTAIRS" "tBodyAccJerkmeanZ" -0.00253044692473994
"1006" 14 "WALKINGUPSTAIRS" "tBodyAccJerkstdX" -0.641964198633003
"1007" 14 "WALKINGUPSTAIRS" "tBodyAccJerkstdY" -0.586459622773684
"1008" 14 "WALKINGUPSTAIRS" "tBodyAccJerkstdZ" -0.656855586102105
"1009" 14 "WALKINGUPSTAIRS" "tBodyGyromeanX" 0.000253671358297214
"1010" 14 "WALKINGUPSTAIRS" "tBodyGyromeanY" -0.0954921154823529
"1011" 14 "WALKINGUPSTAIRS" "tBodyGyromeanZ" 0.0606712446996904
"1012" 14 "WALKINGUPSTAIRS" "tBodyGyrostdX" -0.728661379340557
"1013" 14 "WALKINGUPSTAIRS" "tBodyGyrostdY" -0.398959362766099
"1014" 14 "WALKINGUPSTAIRS" "tBodyGyrostdZ" -0.364478192502167
"1015" 14 "WALKINGUPSTAIRS" "tBodyGyroJerkmeanX" -0.107556127062003
"1016" 14 "WALKINGUPSTAIRS" "tBodyGyroJerkmeanY" -0.0433200489340217
"1017" 14 "WALKINGUPSTAIRS" "tBodyGyroJerkmeanZ" -0.0450693836894427
"1018" 14 "WALKINGUPSTAIRS" "tBodyGyroJerkstdX" -0.7862917325387
"1019" 14 "WALKINGUPSTAIRS" "tBodyGyroJerkstdY" -0.6979155314613
"1020" 14 "WALKINGUPSTAIRS" "tBodyGyroJerkstdZ" -0.638299064788854
"1021" 14 "WALKINGUPSTAIRS" "tBodyAccMagmean" -0.453262620331889
"1022" 14 "WALKINGUPSTAIRS" "tBodyAccMagstd" -0.474058613408978
"1023" 14 "WALKINGUPSTAIRS" "tGravityAccMagmean" -0.453262620331889
"1024" 14 "WALKINGUPSTAIRS" "tGravityAccMagstd" -0.474058613408978
"1025" 14 "WALKINGUPSTAIRS" "tBodyAccJerkMagmean" -0.608973420309907
"1026" 14 "WALKINGUPSTAIRS" "tBodyAccJerkMagstd" -0.605144269857245
"1027" 14 "WALKINGUPSTAIRS" "tBodyGyroMagmean" -0.416459776709257
"1028" 14 "WALKINGUPSTAIRS" "tBodyGyroMagstd" -0.471486714606811
"1029" 14 "WALKINGUPSTAIRS" "tBodyGyroJerkMagmean" -0.700520939854799
"1030" 14 "WALKINGUPSTAIRS" "tBodyGyroJerkMagstd" -0.727023009383901
"1031" 14 "WALKINGUPSTAIRS" "fBodyAccmeanX" -0.619513271851703
"1032" 14 "WALKINGUPSTAIRS" "fBodyAccmeanY" -0.455237617000929
"1033" 14 "WALKINGUPSTAIRS" "fBodyAccmeanZ" -0.440650672343653
"1034" 14 "WALKINGUPSTAIRS" "fBodyAccstdX" -0.609406374110062
"1035" 14 "WALKINGUPSTAIRS" "fBodyAccstdY" -0.376829989404644
"1036" 14 "WALKINGUPSTAIRS" "fBodyAccstdZ" -0.275013722171486
"1037" 14 "WALKINGUPSTAIRS" "fBodyAccJerkmeanX" -0.654385009392879
"1038" 14 "WALKINGUPSTAIRS" "fBodyAccJerkmeanY" -0.598699531399381
"1039" 14 "WALKINGUPSTAIRS" "fBodyAccJerkmeanZ" -0.618712162187307
"1040" 14 "WALKINGUPSTAIRS" "fBodyAccJerkstdX" -0.661460356953251
"1041" 14 "WALKINGUPSTAIRS" "fBodyAccJerkstdY" -0.60215894382322
"1042" 14 "WALKINGUPSTAIRS" "fBodyAccJerkstdZ" -0.694424996467802
"1043" 14 "WALKINGUPSTAIRS" "fBodyGyromeanX" -0.699166400749226
"1044" 14 "WALKINGUPSTAIRS" "fBodyGyromeanY" -0.50463317018839
"1045" 14 "WALKINGUPSTAIRS" "fBodyGyromeanZ" -0.42391821438452
"1046" 14 "WALKINGUPSTAIRS" "fBodyGyrostdX" -0.740052209854489
"1047" 14 "WALKINGUPSTAIRS" "fBodyGyrostdY" -0.348864187370186
"1048" 14 "WALKINGUPSTAIRS" "fBodyGyrostdZ" -0.407672097170898
"1049" 14 "WALKINGUPSTAIRS" "fBodyAccMagmean" -0.490874179820433
"1050" 14 "WALKINGUPSTAIRS" "fBodyAccMagstd" -0.548269930770588
"1051" 14 "WALKINGUPSTAIRS" "fBodyBodyAccJerkMagmean" -0.596896308848452
"1052" 14 "WALKINGUPSTAIRS" "fBodyBodyAccJerkMagstd" -0.619215144539319
"1053" 14 "WALKINGUPSTAIRS" "fBodyBodyGyroMagmean" -0.543030528985449
"1054" 14 "WALKINGUPSTAIRS" "fBodyBodyGyroMagstd" -0.516930495917399
"1055" 14 "WALKINGUPSTAIRS" "fBodyBodyGyroJerkMagmean" -0.717590101802972
"1056" 14 "WALKINGUPSTAIRS" "fBodyBodyGyroJerkMagstd" -0.760560087962848
"1057" 15 "WALKINGUPSTAIRS" "tBodyAccmeanX" 0.27821340725
"1058" 15 "WALKINGUPSTAIRS" "tBodyAccmeanY" -0.016464484771311
"1059" 15 "WALKINGUPSTAIRS" "tBodyAccmeanZ" -0.112563587594512
"1060" 15 "WALKINGUPSTAIRS" "tBodyAccstdX" -0.556541173089329
"1061" 15 "WALKINGUPSTAIRS" "tBodyAccstdY" -0.481679537956006
"1062" 15 "WALKINGUPSTAIRS" "tBodyAccstdZ" -0.705706623868902
"1063" 15 "WALKINGUPSTAIRS" "tGravityAccmeanX" 0.688872511512195
"1064" 15 "WALKINGUPSTAIRS" "tGravityAccmeanY" 0.102660491875
"1065" 15 "WALKINGUPSTAIRS" "tGravityAccmeanZ" 0.0372897701757012
"1066" 15 "WALKINGUPSTAIRS" "tGravityAccstdX" -0.968733398628049
"1067" 15 "WALKINGUPSTAIRS" "tGravityAccstdY" -0.956369493993902
"1068" 15 "WALKINGUPSTAIRS" "tGravityAccstdZ" -0.947240058048781
"1069" 15 "WALKINGUPSTAIRS" "tBodyAccJerkmeanX" 0.0776897411304878
"1070" 15 "WALKINGUPSTAIRS" "tBodyAccJerkmeanY" 0.00489392052706402
"1071" 15 "WALKINGUPSTAIRS" "tBodyAccJerkmeanZ" -0.00440993190077744
"1072" 15 "WALKINGUPSTAIRS" "tBodyAccJerkstdX" -0.624055782158537
"1073" 15 "WALKINGUPSTAIRS" "tBodyAccJerkstdY" -0.594312678045091
"1074" 15 "WALKINGUPSTAIRS" "tBodyAccJerkstdZ" -0.825820881576219
"1075" 15 "WALKINGUPSTAIRS" "tBodyGyromeanX" -0.0281278780610671
"1076" 15 "WALKINGUPSTAIRS" "tBodyGyromeanY" -0.075878845519878
"1077" 15 "WALKINGUPSTAIRS" "tBodyGyromeanZ" 0.0906658516
"1078" 15 "WALKINGUPSTAIRS" "tBodyGyrostdX" -0.696859473045732
"1079" 15 "WALKINGUPSTAIRS" "tBodyGyrostdY" -0.708779069191463
"1080" 15 "WALKINGUPSTAIRS" "tBodyGyrostdZ" -0.721826987530488
"1081" 15 "WALKINGUPSTAIRS" "tBodyGyroJerkmeanX" -0.0960910108539634
"1082" 15 "WALKINGUPSTAIRS" "tBodyGyroJerkmeanY" -0.0441270690182012
"1083" 15 "WALKINGUPSTAIRS" "tBodyGyroJerkmeanZ" -0.0555645456881098
"1084" 15 "WALKINGUPSTAIRS" "tBodyGyroJerkstdX" -0.731382711036585
"1085" 15 "WALKINGUPSTAIRS" "tBodyGyroJerkstdY" -0.853956592073171
"1086" 15 "WALKINGUPSTAIRS" "tBodyGyroJerkstdZ" -0.795626198384146
"1087" 15 "WALKINGUPSTAIRS" "tBodyAccMagmean" -0.527285352000488
"1088" 15 "WALKINGUPSTAIRS" "tBodyAccMagstd" -0.557147874176037
"1089" 15 "WALKINGUPSTAIRS" "tGravityAccMagmean" -0.527285352000488
"1090" 15 "WALKINGUPSTAIRS" "tGravityAccMagstd" -0.557147874176037
"1091" 15 "WALKINGUPSTAIRS" "tBodyAccJerkMagmean" -0.654799694757531
"1092" 15 "WALKINGUPSTAIRS" "tBodyAccJerkMagstd" -0.625660376546646
"1093" 15 "WALKINGUPSTAIRS" "tBodyGyroMagmean" -0.617721779796037
"1094" 15 "WALKINGUPSTAIRS" "tBodyGyroMagstd" -0.675336960047866
"1095" 15 "WALKINGUPSTAIRS" "tBodyGyroJerkMagmean" -0.805282669512195
"1096" 15 "WALKINGUPSTAIRS" "tBodyGyroJerkMagstd" -0.837120078079268
"1097" 15 "WALKINGUPSTAIRS" "fBodyAccmeanX" -0.583772317445122
"1098" 15 "WALKINGUPSTAIRS" "fBodyAccmeanY" -0.507735205778384
"1099" 15 "WALKINGUPSTAIRS" "fBodyAccmeanZ" -0.741745724698171
"1100" 15 "WALKINGUPSTAIRS" "fBodyAccstdX" -0.547150855443902
"1101" 15 "WALKINGUPSTAIRS" "fBodyAccstdY" -0.501568435233384
"1102" 15 "WALKINGUPSTAIRS" "fBodyAccstdZ" -0.711431340356707
"1103" 15 "WALKINGUPSTAIRS" "fBodyAccJerkmeanX" -0.643469519361585
"1104" 15 "WALKINGUPSTAIRS" "fBodyAccJerkmeanY" -0.609408057377744
"1105" 15 "WALKINGUPSTAIRS" "fBodyAccJerkmeanZ" -0.805543465588415
"1106" 15 "WALKINGUPSTAIRS" "fBodyAccJerkstdX" -0.637655155092835
"1107" 15 "WALKINGUPSTAIRS" "fBodyAccJerkstdY" -0.605854882622652
"1108" 15 "WALKINGUPSTAIRS" "fBodyAccJerkstdZ" -0.845111060762195
"1109" 15 "WALKINGUPSTAIRS" "fBodyGyromeanX" -0.664354428856402
"1110" 15 "WALKINGUPSTAIRS" "fBodyGyromeanY" -0.760711411006098
"1111" 15 "WALKINGUPSTAIRS" "fBodyGyromeanZ" -0.711194539920732
"1112" 15 "WALKINGUPSTAIRS" "fBodyGyrostdX" -0.709336168176829
"1113" 15 "WALKINGUPSTAIRS" "fBodyGyrostdY" -0.684504735744512
"1114" 15 "WALKINGUPSTAIRS" "fBodyGyrostdZ" -0.751696527195122
"1115" 15 "WALKINGUPSTAIRS" "fBodyAccMagmean" -0.562948391223628
"1116" 15 "WALKINGUPSTAIRS" "fBodyAccMagstd" -0.623655618198171
"1117" 15 "WALKINGUPSTAIRS" "fBodyBodyAccJerkMagmean" -0.614817605125915
"1118" 15 "WALKINGUPSTAIRS" "fBodyBodyAccJerkMagstd" -0.643101167069512
"1119" 15 "WALKINGUPSTAIRS" "fBodyBodyGyroMagmean" -0.732394493841463
"1120" 15 "WALKINGUPSTAIRS" "fBodyBodyGyroMagstd" -0.695346839682927
"1121" 15 "WALKINGUPSTAIRS" "fBodyBodyGyroJerkMagmean" -0.83680189402439
"1122" 15 "WALKINGUPSTAIRS" "fBodyBodyGyroJerkMagstd" -0.849634463841463
"1123" 16 "WALKINGUPSTAIRS" "tBodyAccmeanX" 0.277887440374317
"1124" 16 "WALKINGUPSTAIRS" "tBodyAccmeanY" -0.0158567888309016
"1125" 16 "WALKINGUPSTAIRS" "tBodyAccmeanZ" -0.107263924445355
"1126" 16 "WALKINGUPSTAIRS" "tBodyAccstdX" -0.668161498298634
"1127" 16 "WALKINGUPSTAIRS" "tBodyAccstdY" -0.649947067892896
"1128" 16 "WALKINGUPSTAIRS" "tBodyAccstdZ" -0.603819902386066
"1129" 16 "WALKINGUPSTAIRS" "tGravityAccmeanX" 0.700906130308743
"1130" 16 "WALKINGUPSTAIRS" "tGravityAccmeanY" -0.0605235993797814
